"chamber" "ozone" "id" "time" "wave" "logsize"
3 "normal" 60 674 13 6.92
3 "normal" 61 152  1 5.15
3 "normal" 61 174  2 5.63
3 "normal" 61 201  3 6.11
3 "normal" 61 227  4 6.39
3 "normal" 61 258  5 6.61
3 "normal" 61 469  6 6.82
3 "normal" 61 496  7 6.82
3 "normal" 61 528  8 6.95
3 "normal" 61 556  9 7.11
3 "normal" 61 579 10 7.44
3 "normal" 61 613 11 7.53
3 "normal" 61 639 12 7.46
3 "normal" 61 674 13 7.56
3 "normal" 62 152  1 4.10
3 "normal" 62 174  2 4.46
3 "normal" 62 201  3 4.84
3 "normal" 62 227  4 5.29
3 "normal" 62 258  5 5.48
3 "normal" 62 469  6 5.68
3 "normal" 62 496  7 5.68
3 "normal" 62 528  8 5.85
3 "normal" 62 556  9 5.99
3 "normal" 62 579 10 6.08
3 "normal" 62 613 11 6.25
3 "normal" 62 639 12 6.15
3 "normal" 62 674 13 6.18
3 "normal" 63 152  1 3.22
3 "normal" 63 174  2 3.85
3 "normal" 63 201  3 4.47
3 "normal" 63 227  4 4.85
3 "normal" 63 258  5 5.11
3 "normal" 63 469  6 5.28
3 "normal" 63 496  7 5.28
3 "normal" 63 528  8 5.45
3 "normal" 63 556  9 5.74
3 "normal" 63 579 10 5.95
3 "normal" 63 613 11 6.05
3 "normal" 63 639 12 6.07
3 "normal" 63 674 13 6.02
3 "normal" 64 152  1 2.23
3 "normal" 64 174  2 2.89
3 "normal" 64 201  3 3.16
3 "normal" 64 227  4 3.40
3 "normal" 64 258  5 3.52
3 "normal" 64 469  6 3.89
3 "normal" 64 496  7 3.93
3 "normal" 64 528  8 4.22
3 "normal" 64 556  9 4.51
3 "normal" 64 579 10 4.65
3 "normal" 64 613 11 4.70
3 "normal" 64 639 12 4.73
3 "normal" 64 674 13 4.68
3 "normal" 65 152  1 3.65
3 "normal" 65 174  2 4.36
3 "normal" 65 201  3 4.76
3 "normal" 65 227  4 5.18
3 "normal" 65 258  5 5.44
3 "normal" 65 469  6 5.70
3 "normal" 65 496  7 5.70
3 "normal" 65 528  8 5.89
3 "normal" 65 556  9 6.09
3 "normal" 65 579 10 6.39
3 "normal" 65 613 11 6.57
3 "normal" 65 639 12 6.36
3 "normal" 65 674 13 6.44
3 "normal" 66 152  1 3.40
3 "normal" 66 174  2 3.92
3 "normal" 66 201  3 4.50
3 "normal" 66 227  4 4.97
3 "normal" 66 258  5 5.14
3 "normal" 66 469  6 5.34
3 "normal" 66 496  7 5.35
3 "normal" 66 528  8 5.61
3 "normal" 66 556  9 5.83
3 "normal" 66 579 10 6.03
3 "normal" 66 613 11 6.09
3 "normal" 66 639 12 5.98
3 "normal" 66 674 13 5.95
4 "normal" 67 152  1 5.16
4 "normal" 67 174  2 5.49
4 "normal" 67 201  3 5.74
4 "normal" 67 227  4 6.05
4 "normal" 67 258  5 6.21
4 "normal" 67 469  6 6.37
4 "normal" 67 496  7 6.37
4 "normal" 67 528  8 6.52
4 "normal" 67 556  9 6.65
4 "normal" 67 579 10 6.86
4 "normal" 67 613 11 6.87
4 "normal" 67 639 12 6.88
4 "normal" 67 674 13 6.84
4 "normal" 68 152  1 4.04
4 "normal" 68 174  2 4.52
4 "normal" 68 201  3 5.15
4 "normal" 68 227  4 5.59
4 "normal" 68 258  5 5.87
4 "normal" 68 469  6 5.96
4 "normal" 68 496  7 5.96
4 "normal" 68 528  8 6.17
4 "normal" 68 556  9 6.37
4 "normal" 68 579 10 6.53
4 "normal" 68 613 11 6.60
4 "normal" 68 639 12 6.52
4 "normal" 68 674 13 6.59
4 "normal" 69 152  1 4.52
4 "normal" 69 174  2 4.91
4 "normal" 69 201  3 5.04
4 "normal" 69 227  4 5.71
4 "normal" 69 258  5 5.97
4 "normal" 69 469  6 6.11
4 "normal" 69 496  7 6.12
4 "normal" 69 528  8 6.24
4 "normal" 69 556  9 6.44
4 "normal" 69 579 10 6.54
4 "normal" 69 613 11 6.65
4 "normal" 69 639 12 6.63
4 "normal" 69 674 13 6.64
4 "normal" 70 152  1 4.56
4 "normal" 70 174  2 5.12
4 "normal" 70 201  3 5.40
4 "normal" 70 227  4 5.69
4 "normal" 70 258  5 5.89
4 "normal" 70 469  6 6.16
4 "normal" 70 496  7 6.17
4 "normal" 70 528  8 6.13
4 "normal" 70 556  9 6.44
4 "normal" 70 579 10 6.72
4 "normal" 70 613 11 6.81
4 "normal" 70 639 12 6.87
4 "normal" 70 674 13 6.80
4 "normal" 71 152  1 4.90
4 "normal" 71 174  2 5.35
4 "normal" 71 201  3 5.71
4 "normal" 71 227  4 6.12
4 "normal" 71 258  5 6.25
4 "normal" 71 469  6 6.39
4 "normal" 71 496  7 6.39
4 "normal" 71 528  8 6.52
4 "normal" 71 556  9 6.86
4 "normal" 71 579 10 7.05
4 "normal" 71 613 11 7.09
4 "normal" 71 639 12 6.90
4 "normal" 71 674 13 6.88
4 "normal" 72 152  1 4.83
4 "normal" 72 174  2 5.10
4 "normal" 72 201  3 5.43
4 "normal" 72 227  4 5.59
4 "normal" 72 258  5 6.04
4 "normal" 72 469  6 6.21
4 "normal" 72 496  7 6.21
4 "normal" 72 528  8 6.46
4 "normal" 72 556  9 6.45
4 "normal" 72 579 10 6.59
4 "normal" 72 613 11 6.70
4 "normal" 72 639 12 6.63
4 "normal" 72 674 13 6.66
4 "normal" 73 152  1 5.46
4 "normal" 73 174  2 5.79
4 "normal" 73 201  3 6.12
4 "normal" 73 227  4 6.41
4 "normal" 73 258  5 6.63
4 "normal" 73 469  6 6.73
4 "normal" 73 496  7 6.73
4 "normal" 73 528  8 6.77
4 "normal" 73 556  9 6.68
4 "normal" 73 579 10 6.75
4 "normal" 73 613 11 6.75
4 "normal" 73 639 12 6.62
4 "normal" 73 674 13 6.60
4 "normal" 74 152  1 4.17
4 "normal" 74 174  2 4.67
4 "normal" 74 201  3 5.16
4 "normal" 74 227  4 5.56
4 "normal" 74 258  5 5.75
4 "normal" 74 469  6 6.00
4 "normal" 74 496  7 6.02
4 "normal" 74 528  8 6.14
4 "normal" 74 556  9 6.28
4 "normal" 74 579 10 6.55
4 "normal" 74 613 11 6.66
4 "normal" 74 639 12 6.63
4 "normal" 74 674 13 6.63
4 "normal" 75 152  1 3.35
4 "normal" 75 174  2 4.05
4 "normal" 75 201  3 4.51
4 "normal" 75 227  4 5.22
4 "normal" 75 258  5 5.44
4 "normal" 75 469  6 5.79
4 "normal" 75 496  7 5.82
4 "normal" 75 528  8 6.05
4 "normal" 75 556  9 6.29
4 "normal" 75 579 10 6.22
4 "normal" 75 613 11 6.39
4 "normal" 75 639 12 6.47
4 "normal" 75 674 13 6.42
4 "normal" 76 152  1 3.33
4 "normal" 76 174  2 3.82
4 "normal" 76 201  3 4.38
4 "normal" 76 227  4 4.99
4 "normal" 76 258  5 5.17
4 "normal" 76 469  6 5.40
4 "normal" 76 496  7 5.40
4 "normal" 76 528  8 5.73
4 "normal" 76 556  9 5.85
4 "normal" 76 579 10 5.75
4 "normal" 76 613 11 5.99
4 "normal" 76 639 12 6.10
4 "normal" 76 674 13 6.15
4 "normal" 77 152  1 3.41
4 "normal" 77 174  2 3.68
4 "normal" 77 201  3 4.03
4 "normal" 77 227  4 4.28
4 "normal" 77 258  5 4.54
4 "normal" 77 469  6 4.52
4 "normal" 77 496  7 4.57
4 "normal" 77 528  8 5.01
4 "normal" 77 556  9 5.13
4 "normal" 77 579 10 5.11
4 "normal" 77 613 11 5.30
4 "normal" 77 639 12 5.46
4 "normal" 77 674 13 5.35
4 "normal" 78 152  1 4.50
4 "normal" 78 174  2 4.80
4 "normal" 78 201  3 5.28
4 "normal" 78 227  4 5.83
4 "normal" 78 258  5 6.16
4 "normal" 78 469  6 6.33
4 "normal" 78 496  7 6.34
4 "normal" 78 528  8 6.56
4 "normal" 78 556  9 6.63
4 "normal" 78 579 10 6.75
4 "normal" 78 613 11 6.89
4 "normal" 78 639 12 6.96
4 "normal" 78 674 13 6.94
4 "normal" 79 152  1 2.99
4 "normal" 79 174  2 3.61
4 "normal" 79 201  3 4.48
4 "normal" 79 227  4 4.91
4 "normal" 79 258  5 5.06
4 "normal" 79 469  6 5.23
4 "normal" 79 496  7 5.25
4 "normal" 79 528  8 5.56
4 "normal" 79 556  9 5.95
4 "normal" 79 579 10 5.98
4 "normal" 79 613 11 6.21
4 "normal" 79 639 12 6.28
4 "normal" 79 674 13 6.34
